date,product_id,region,stock_available,stockout_hours,lead_time
2026-06-24,P021,North,1033,0.07,7
2026-06-24,P021,South,551,0.32,6
2026-06-24,P021,East,1149,0.04,7
2026-06-24,P021,West,825,0.23,4
2026-06-24,P021,Central,411,0.33,2
2026-06-24,P022,North,654,0.25,7
2026-06-24,P022,South,1084,0.54,2
2026-06-24,P022,East,511,0.56,5
2026-06-24,P022,West,1421,0.96,5
2026-06-24,P022,Central,566,0.39,4
2026-06-24,P023,North,467,0.06,2
2026-06-24,P023,South,1145,0.54,5
2026-06-24,P023,East,1111,0.49,4
2026-06-24,P023,West,432,0.06,5
2026-06-24,P023,Central,420,0.25,3
2026-06-24,P024,North,275,0.17,7
2026-06-24,P024,South,273,0.75,4
2026-06-24,P024,East,561,0.31,5
2026-06-24,P024,West,911,0.64,4
2026-06-24,P024,Central,699,0.41,4
2026-06-24,P025,North,1042,0.23,3
2026-06-24,P025,South,837,0.94,7
2026-06-24,P025,East,462,0.01,7
2026-06-24,P025,West,1216,0.05,3
2026-06-24,P025,Central,579,0.25,4
2026-06-24,P026,North,1005,0.44,5
2026-06-24,P026,South,1033,0.4,2
2026-06-24,P026,East,339,0.37,4
2026-06-24,P026,West,556,0.01,4
2026-06-24,P026,Central,573,0.15,5
2026-06-24,P027,North,1376,0.17,4
2026-06-24,P027,South,718,0.17,2
2026-06-24,P027,East,1204,0.44,4
2026-06-24,P027,West,474,0.21,2
2026-06-24,P027,Central,767,0.27,3
2026-06-24,P028,North,568,0.52,3
2026-06-24,P028,South,514,0.2,6
2026-06-24,P028,East,1137,0.29,6
2026-06-24,P028,West,1288,0.67,5
2026-06-24,P028,Central,1557,0.22,4
2026-06-24,P029,North,705,0.14,3
2026-06-24,P029,South,797,0.16,7
2026-06-24,P029,East,1069,0.06,6
2026-06-24,P029,West,729,0.85,5
2026-06-24,P029,Central,982,0.12,6
2026-06-24,P030,North,897,0.08,7
2026-06-24,P030,South,1114,1.21,5
2026-06-24,P030,East,687,0.59,3
2026-06-24,P030,West,851,0.35,6
2026-06-24,P030,Central,1032,0.79,4
2026-06-24,P031,North,1212,0.17,2
2026-06-24,P031,South,1189,0.62,6
2026-06-24,P031,East,813,0.58,4
2026-06-24,P031,West,443,0.37,3
2026-06-24,P031,Central,557,0.12,3
2026-06-24,P032,North,817,0.22,3
2026-06-24,P032,South,674,0.18,6
2026-06-24,P032,East,1023,0.83,4
2026-06-24,P032,West,750,0.34,6
2026-06-24,P032,Central,946,0.05,4
2026-06-24,P033,North,1180,0.6,3
2026-06-24,P033,South,1248,0.57,5
2026-06-24,P033,East,1125,0.41,4
2026-06-24,P033,West,1192,0.04,5
2026-06-24,P033,Central,357,0.16,6
2026-06-24,P034,North,1293,0.54,3
2026-06-24,P034,South,947,0.24,4
2026-06-24,P034,East,1267,0.15,5
2026-06-24,P034,West,1084,0.39,4
2026-06-24,P034,Central,1108,0.3,5
2026-06-24,P035,North,369,0.56,3
2026-06-24,P035,South,1080,0.01,2
2026-06-24,P035,East,1157,0.12,4
2026-06-24,P035,West,792,0.04,4
2026-06-24,P035,Central,1108,0.26,3
2026-06-24,P036,North,818,0.08,5
2026-06-24,P036,South,752,0.06,3
2026-06-24,P036,East,864,0.04,6
2026-06-24,P036,West,308,0.2,4
2026-06-24,P036,Central,729,0.21,7
2026-06-24,P037,North,954,0.05,7
2026-06-24,P037,South,1170,0.07,6
2026-06-24,P037,East,665,1.12,7
2026-06-24,P037,West,997,0.11,6
2026-06-24,P037,Central,504,0.16,5
2026-06-24,P038,North,1596,0.44,5
2026-06-24,P038,South,1556,0.24,5
2026-06-24,P038,East,1246,0.39,5
2026-06-24,P038,West,452,0.11,5
2026-06-24,P038,Central,926,0.31,7
2026-06-24,P039,North,1282,0.2,6
2026-06-24,P039,South,1253,0.07,4
2026-06-24,P039,East,696,0.28,7
2026-06-24,P039,West,1201,0.25,7
2026-06-24,P039,Central,1322,0.09,2
2026-06-24,P040,North,667,0.1,4
2026-06-24,P040,South,659,0.5,7
2026-06-24,P040,East,676,0.2,7
2026-06-24,P040,West,750,0.43,4
2026-06-24,P040,Central,357,0.46,6
2026-06-24,P041,North,934,0.31,5
2026-06-24,P041,South,875,0.05,5
2026-06-24,P041,East,1298,0.36,3
2026-06-24,P041,West,480,0.26,4
2026-06-24,P041,Central,714,0.31,6
2026-06-24,P042,North,1052,0.18,5
2026-06-24,P042,South,527,0.05,2
2026-06-24,P042,East,633,0.03,3
2026-06-24,P042,West,315,0.6,4
2026-06-24,P042,Central,736,0.02,3
2026-06-24,P043,North,553,0.49,4
2026-06-24,P043,South,436,0.11,5
2026-06-24,P043,East,952,0.2,4
2026-06-24,P043,West,706,0.63,4
2026-06-24,P043,Central,920,0.21,3
2026-06-24,P044,North,878,0.2,6
2026-06-24,P044,South,493,0.49,3
2026-06-24,P044,East,883,0.69,5
2026-06-24,P044,West,1159,0.39,5
2026-06-24,P044,Central,1164,0.85,3
2026-06-24,P045,North,878,0.08,4
2026-06-24,P045,South,758,0.71,7
2026-06-24,P045,East,635,0.67,6
2026-06-24,P045,West,805,0.45,2
2026-06-24,P045,Central,690,0.22,7
2026-06-24,P046,North,560,0.3,4
2026-06-24,P046,South,593,0.37,2
2026-06-24,P046,East,1044,0.23,2
2026-06-24,P046,West,881,0.41,6
2026-06-24,P046,Central,742,0.57,7
2026-06-24,P047,North,1103,0.37,6
2026-06-24,P047,South,802,0.09,4
2026-06-24,P047,East,1202,0.1,4
2026-06-24,P047,West,1034,0.3,4
2026-06-24,P047,Central,865,0.42,2
2026-06-24,P048,North,278,0.24,4
2026-06-24,P048,South,290,0.12,5
2026-06-24,P048,East,678,0.79,3
2026-06-24,P048,West,883,0.17,6
2026-06-24,P048,Central,508,0.09,6
2026-06-24,P049,North,415,1.2,5
2026-06-24,P049,South,1266,0.46,7
2026-06-24,P049,East,473,0.63,3
2026-06-24,P049,West,311,0.12,4
2026-06-24,P049,Central,1300,0.6,4
2026-06-24,P050,North,751,0.11,3
2026-06-24,P050,South,703,0.17,5
2026-06-24,P050,East,798,0.8,5
2026-06-24,P050,West,371,0.13,6
2026-06-24,P050,Central,898,0.22,6
2026-06-25,P001,North,1000,0.91,5
2026-06-25,P001,South,657,1.02,4
2026-06-25,P001,East,1011,0.71,3
2026-06-25,P001,West,1309,0.84,5
2026-06-25,P001,Central,1456,0.38,3
2026-06-25,P002,North,526,0.71,5
2026-06-25,P002,South,672,0.37,2
2026-06-25,P002,East,319,0.16,3
2026-06-25,P002,West,664,0.47,4
2026-06-25,P002,Central,340,0.56,6
2026-06-25,P003,North,790,0.19,4
2026-06-25,P003,South,414,0.25,3
2026-06-25,P003,East,771,1.07,7
2026-06-25,P003,West,1059,0.22,5
2026-06-25,P003,Central,592,0.52,5
2026-06-25,P004,North,1479,0.41,5
2026-06-25,P004,South,621,0.15,6
2026-06-25,P004,East,1574,0.1,3
2026-06-25,P004,West,1137,0.18,3
2026-06-25,P004,Central,774,0.14,5
2026-06-25,P005,North,781,0.1,3
2026-06-25,P005,South,1026,0.69,3
2026-06-25,P005,East,784,0.35,3
2026-06-25,P005,West,1101,0.23,4
2026-06-25,P005,Central,675,0.44,3
2026-06-25,P006,North,624,0.48,5
2026-06-25,P006,South,1304,1.05,2
2026-06-25,P006,East,898,0.54,5
2026-06-25,P006,West,638,0.24,5
2026-06-25,P006,Central,936,0.08,3
2026-06-25,P007,North,463,0.26,2
2026-06-25,P007,South,1095,0.49,7
2026-06-25,P007,East,1225,0.03,6
2026-06-25,P007,West,499,0.79,3
2026-06-25,P007,Central,921,0.24,4
2026-06-25,P008,North,436,0.11,7
2026-06-25,P008,South,295,0.07,4
2026-06-25,P008,East,1136,0.17,5
2026-06-25,P008,West,276,0.06,6
2026-06-25,P008,Central,1046,0.06,2
2026-06-25,P009,North,715,0.14,7
2026-06-25,P009,South,1456,0.15,4
2026-06-25,P009,East,862,0.37,3
2026-06-25,P009,West,619,0.24,4
2026-06-25,P009,Central,896,0.2,3
2026-06-25,P010,North,678,0.95,4
2026-06-25,P010,South,882,0.3,3
2026-06-25,P010,East,784,0.77,5
2026-06-25,P010,West,579,0.5,2
2026-06-25,P010,Central,640,0.03,5
2026-06-25,P011,North,1631,0.4,4
2026-06-25,P011,South,1338,0.21,6
2026-06-25,P011,East,1209,0.76,4
2026-06-25,P011,West,1630,0.65,2
2026-06-25,P011,Central,599,0.35,4
2026-06-25,P012,North,1078,0.38,4
2026-06-25,P012,South,1647,0.01,2
2026-06-25,P012,East,1329,0.3,4
2026-06-25,P012,West,1078,1.31,7
2026-06-25,P012,Central,499,0.4,7
2026-06-25,P013,North,668,0.56,3
2026-06-25,P013,South,974,0.33,6
2026-06-25,P013,East,1068,0.94,3
2026-06-25,P013,West,1255,0.97,4
2026-06-25,P013,Central,834,0.47,4
2026-06-25,P014,North,867,0.15,6
2026-06-25,P014,South,469,0.34,3
2026-06-25,P014,East,501,0.71,5
2026-06-25,P014,West,927,0.53,3
2026-06-25,P014,Central,708,1.0,4
2026-06-25,P015,North,703,0.24,4
2026-06-25,P015,South,602,0.04,6
2026-06-25,P015,East,1205,0.18,3
2026-06-25,P015,West,1022,0.12,4
2026-06-25,P015,Central,1207,0.15,3
2026-06-25,P016,North,1128,0.24,5
2026-06-25,P016,South,981,0.47,6
2026-06-25,P016,East,970,0.32,3
2026-06-25,P016,West,1162,0.46,6
2026-06-25,P016,Central,1132,0.37,3
2026-06-25,P017,North,401,0.93,3
2026-06-25,P017,South,269,0.19,6
2026-06-25,P017,East,951,0.1,2
2026-06-25,P017,West,245,1.18,2
2026-06-25,P017,Central,933,0.37,6
2026-06-25,P018,North,433,0.24,4
2026-06-25,P018,South,398,0.02,5
2026-06-25,P018,East,636,0.44,4
2026-06-25,P018,West,759,0.33,3
2026-06-25,P018,Central,296,0.34,4
2026-06-25,P019,North,382,0.84,4
2026-06-25,P019,South,909,0.49,5
2026-06-25,P019,East,715,0.32,5
2026-06-25,P019,West,302,0.39,2
2026-06-25,P019,Central,736,0.33,6
2026-06-25,P020,North,1029,0.12,3
2026-06-25,P020,South,548,0.34,5
2026-06-25,P020,East,634,0.01,3
2026-06-25,P020,West,519,0.09,5
2026-06-25,P020,Central,1129,0.3,3
2026-06-25,P021,North,530,0.08,7
2026-06-25,P021,South,427,0.34,4
2026-06-25,P021,East,661,0.18,4
2026-06-25,P021,West,745,0.58,4
2026-06-25,P021,Central,1092,0.41,5
2026-06-25,P022,North,706,0.87,3
2026-06-25,P022,South,431,0.07,2
2026-06-25,P022,East,814,0.38,7
2026-06-25,P022,West,780,0.49,3
2026-06-25,P022,Central,1322,0.14,6
2026-06-25,P023,North,460,1.26,3
2026-06-25,P023,South,1039,0.53,7
2026-06-25,P023,East,582,0.12,4
2026-06-25,P023,West,985,0.6,6
2026-06-25,P023,Central,1064,0.2,3
2026-06-25,P024,North,421,0.99,7
2026-06-25,P024,South,309,1.01,2
2026-06-25,P024,East,402,0.67,4
2026-06-25,P024,West,699,0.05,6
2026-06-25,P024,Central,607,0.96,4
2026-06-25,P025,North,866,0.16,6
2026-06-25,P025,South,1144,0.36,7
2026-06-25,P025,East,405,0.32,6
2026-06-25,P025,West,1088,0.92,4
2026-06-25,P025,Central,1350,0.16,7
2026-06-25,P026,North,768,0.6,6
2026-06-25,P026,South,989,0.16,4
2026-06-25,P026,East,1028,0.09,6
2026-06-25,P026,West,1268,0.32,3
2026-06-25,P026,Central,833,0.46,6
2026-06-25,P027,North,831,0.17,3
2026-06-25,P027,South,815,0.14,6
2026-06-25,P027,East,1675,0.09,5
2026-06-25,P027,West,649,0.5,6
2026-06-25,P027,Central,681,0.02,5
2026-06-25,P028,North,1224,0.2,6
2026-06-25,P028,South,1185,0.19,7
2026-06-25,P028,East,1315,0.45,5
2026-06-25,P028,West,1343,0.48,6
2026-06-25,P028,Central,751,0.09,2
2026-06-25,P029,North,737,0.05,2
2026-06-25,P029,South,1328,0.26,6
2026-06-25,P029,East,1759,0.19,5
2026-06-25,P029,West,1171,0.4,2
2026-06-25,P029,Central,1638,0.04,7
2026-06-25,P030,North,609,0.01,3
2026-06-25,P030,South,1099,0.38,3
2026-06-25,P030,East,1172,0.16,7
2026-06-25,P030,West,875,0.27,3
2026-06-25,P030,Central,803,0.02,3
2026-06-25,P031,North,1308,0.24,2
2026-06-25,P031,South,649,0.02,4
2026-06-25,P031,East,1272,1.15,5
2026-06-25,P031,West,1180,0.25,5
2026-06-25,P031,Central,1158,0.46,4
2026-06-25,P032,North,824,0.48,6
2026-06-25,P032,South,501,0.43,2
2026-06-25,P032,East,379,0.35,6
2026-06-25,P032,West,734,0.14,2
2026-06-25,P032,Central,1129,0.26,5
2026-06-25,P033,North,1274,0.01,2
2026-06-25,P033,South,879,0.04,6
2026-06-25,P033,East,671,0.18,6
2026-06-25,P033,West,474,0.15,4
2026-06-25,P033,Central,917,0.63,4
2026-06-25,P034,North,456,0.79,5
2026-06-25,P034,South,748,0.32,4
2026-06-25,P034,East,641,0.67,4
2026-06-25,P034,West,1134,0.45,7
2026-06-25,P034,Central,665,0.15,3
2026-06-25,P035,North,565,0.1,5
2026-06-25,P035,South,425,0.55,5
2026-06-25,P035,East,730,0.04,4
2026-06-25,P035,West,1070,0.42,3
2026-06-25,P035,Central,1021,0.71,6
2026-06-25,P036,North,568,0.17,3
2026-06-25,P036,South,302,0.58,6
2026-06-25,P036,East,455,0.37,4
2026-06-25,P036,West,658,0.21,5
2026-06-25,P036,Central,630,0.25,5
2026-06-25,P037,North,924,0.81,2
2026-06-25,P037,South,1450,0.36,4
2026-06-25,P037,East,1308,0.44,4
2026-06-25,P037,West,1315,0.23,7
2026-06-25,P037,Central,965,0.16,6
2026-06-25,P038,North,842,0.35,7
2026-06-25,P038,South,617,0.15,5
2026-06-25,P038,East,1565,0.11,4
2026-06-25,P038,West,1767,0.65,3
2026-06-25,P038,Central,1462,0.09,3
2026-06-25,P039,North,1267,0.22,5
2026-06-25,P039,South,831,0.57,4
2026-06-25,P039,East,940,0.8,6
2026-06-25,P039,West,347,0.28,3
2026-06-25,P039,Central,1087,0.42,5
2026-06-25,P040,North,391,0.68,5
2026-06-25,P040,South,764,0.21,5
2026-06-25,P040,East,1231,0.2,6
2026-06-25,P040,West,638,0.58,7
2026-06-25,P040,Central,753,0.13,3
2026-06-25,P041,North,751,0.38,5
2026-06-25,P041,South,1216,0.81,6
2026-06-25,P041,East,553,0.2,5
2026-06-25,P041,West,1090,0.18,7
2026-06-25,P041,Central,467,0.16,7
2026-06-25,P042,North,848,0.23,6
2026-06-25,P042,South,682,0.13,4
2026-06-25,P042,East,902,0.16,3
2026-06-25,P042,West,1000,0.05,3
2026-06-25,P042,Central,774,0.23,4
2026-06-25,P043,North,860,0.15,3
2026-06-25,P043,South,1023,0.45,5
2026-06-25,P043,East,547,0.39,6
2026-06-25,P043,West,1118,0.75,3
2026-06-25,P043,Central,948,0.47,4
2026-06-25,P044,North,385,0.33,3
2026-06-25,P044,South,1264,0.28,3
2026-06-25,P044,East,1133,0.58,5
2026-06-25,P044,West,422,0.06,4
2026-06-25,P044,Central,988,0.16,6
2026-06-25,P045,North,278,0.28,3
2026-06-25,P045,South,980,0.05,5
2026-06-25,P045,East,623,0.55,5
2026-06-25,P045,West,1023,0.14,2
2026-06-25,P045,Central,619,0.3,2
2026-06-25,P046,North,735,0.51,4
2026-06-25,P046,South,580,0.16,4
2026-06-25,P046,East,729,0.3,7
2026-06-25,P046,West,473,0.52,2
2026-06-25,P046,Central,898,0.17,3
2026-06-25,P047,North,1046,0.29,4
2026-06-25,P047,South,995,0.57,4
2026-06-25,P047,East,517,0.51,6
2026-06-25,P047,West,1127,0.45,4
2026-06-25,P047,Central,351,0.06,4
2026-06-25,P048,North,671,0.71,4
2026-06-25,P048,South,679,0.33,6
2026-06-25,P048,East,384,0.46,4
2026-06-25,P048,West,344,0.48,4
2026-06-25,P048,Central,750,0.25,2
2026-06-25,P049,North,1075,0.2,4
2026-06-25,P049,South,773,0.17,3
2026-06-25,P049,East,597,0.22,3
2026-06-25,P049,West,313,0.5,6
2026-06-25,P049,Central,1380,0.67,2
2026-06-25,P050,North,909,0.54,4
2026-06-25,P050,South,481,0.04,2
2026-06-25,P050,East,974,0.05,2
2026-06-25,P050,West,381,0.47,4
2026-06-25,P050,Central,410,0.21,5
2026-06-26,P001,North,710,0.4,6
2026-06-26,P001,South,977,0.55,3
2026-06-26,P001,East,1440,0.07,3
2026-06-26,P001,West,493,0.3,5
2026-06-26,P001,Central,1041,0.28,3
2026-06-26,P002,North,313,0.74,5
2026-06-26,P002,South,438,0.14,5
2026-06-26,P002,East,607,0.09,3
2026-06-26,P002,West,403,0.25,2
2026-06-26,P002,Central,842,0.14,6
2026-06-26,P003,North,536,0.02,3
2026-06-26,P003,South,680,1.67,5
2026-06-26,P003,East,457,0.55,4
2026-06-26,P003,West,753,0.4,5
2026-06-26,P003,Central,829,0.82,7
2026-06-26,P004,North,704,1.15,4
2026-06-26,P004,South,492,0.39,3
2026-06-26,P004,East,617,1.06,6
2026-06-26,P004,West,559,0.46,4
2026-06-26,P004,Central,422,0.2,7
2026-06-26,P005,North,1219,0.5,4
2026-06-26,P005,South,762,0.19,3
2026-06-26,P005,East,661,0.94,6
2026-06-26,P005,West,1016,0.56,6
2026-06-26,P005,Central,1350,0.17,5
2026-06-26,P006,North,655,0.11,4
2026-06-26,P006,South,1192,0.22,5
2026-06-26,P006,East,808,0.04,3
2026-06-26,P006,West,928,0.77,3
2026-06-26,P006,Central,954,0.21,3
2026-06-26,P007,North,1260,0.36,6
2026-06-26,P007,South,672,0.19,2
2026-06-26,P007,East,673,0.12,4
2026-06-26,P007,West,996,0.15,5
2026-06-26,P007,Central,1325,0.2,4
2026-06-26,P008,North,854,0.21,4
2026-06-26,P008,South,480,0.12,7
2026-06-26,P008,East,870,0.84,5
2026-06-26,P008,West,393,0.76,2
2026-06-26,P008,Central,761,0.69,3
2026-06-26,P009,North,1071,0.0,6
2026-06-26,P009,South,1460,0.32,5
2026-06-26,P009,East,1620,0.07,4
2026-06-26,P009,West,1530,1.16,4
2026-06-26,P009,Central,395,0.01,4
2026-06-26,P010,North,349,0.04,4
2026-06-26,P010,South,836,0.29,5
2026-06-26,P010,East,1045,0.19,3
2026-06-26,P010,West,437,1.05,7
2026-06-26,P010,Central,848,0.18,4
2026-06-26,P011,North,1082,0.32,6
2026-06-26,P011,South,504,0.93,5
2026-06-26,P011,East,901,0.5,4
2026-06-26,P011,West,1501,0.05,5
2026-06-26,P011,Central,1487,0.17,2
2026-06-26,P012,North,1319,0.02,6
2026-06-26,P012,South,980,0.4,6
2026-06-26,P012,East,1222,0.32,6
2026-06-26,P012,West,448,0.16,3
2026-06-26,P012,Central,1261,0.73,7
2026-06-26,P013,North,896,0.43,6
2026-06-26,P013,South,403,0.09,4
2026-06-26,P013,East,397,0.36,5
2026-06-26,P013,West,1066,0.47,4
2026-06-26,P013,Central,1426,0.5,4
2026-06-26,P014,North,424,0.05,4
2026-06-26,P014,South,756,0.07,2
2026-06-26,P014,East,875,0.46,3
2026-06-26,P014,West,306,0.87,4
2026-06-26,P014,Central,295,0.31,6
2026-06-26,P015,North,959,0.36,7
2026-06-26,P015,South,1201,0.24,3
2026-06-26,P015,East,570,0.36,4
2026-06-26,P015,West,1467,0.92,6
2026-06-26,P015,Central,452,0.2,4
2026-06-26,P016,North,490,0.37,5
2026-06-26,P016,South,623,0.29,4
2026-06-26,P016,East,351,0.12,3
2026-06-26,P016,West,876,0.27,4
2026-06-26,P016,Central,353,0.1,6
2026-06-26,P017,North,379,0.88,3
2026-06-26,P017,South,990,0.19,7
2026-06-26,P017,East,276,0.33,3
2026-06-26,P017,West,809,0.06,3
2026-06-26,P017,Central,886,0.05,7
2026-06-26,P018,North,750,0.26,5
2026-06-26,P018,South,618,0.09,3
2026-06-26,P018,East,897,1.22,5
2026-06-26,P018,West,813,0.26,2
2026-06-26,P018,Central,787,0.22,4
2026-06-26,P019,North,521,0.47,4
2026-06-26,P019,South,936,0.18,4
2026-06-26,P019,East,315,0.09,4
2026-06-26,P019,West,816,0.1,2
2026-06-26,P019,Central,430,1.2,3
2026-06-26,P020,North,467,1.04,6
2026-06-26,P020,South,768,0.52,2
2026-06-26,P020,East,725,0.62,7
2026-06-26,P020,West,513,0.17,2
2026-06-26,P020,Central,615,0.07,7
2026-06-26,P021,North,1075,0.49,4
2026-06-26,P021,South,1031,0.02,3
2026-06-26,P021,East,453,0.71,5
2026-06-26,P021,West,343,0.41,6
2026-06-26,P021,Central,459,0.23,3
2026-06-26,P022,North,978,0.2,4
2026-06-26,P022,South,989,0.2,3
2026-06-26,P022,East,493,0.52,4
2026-06-26,P022,West,1011,0.29,4
2026-06-26,P022,Central,871,0.21,4
2026-06-26,P023,North,384,0.77,2
2026-06-26,P023,South,765,0.21,5
2026-06-26,P023,East,416,0.07,7
2026-06-26,P023,West,546,0.24,6
2026-06-26,P023,Central,766,0.05,7
2026-06-26,P024,North,909,0.14,4
2026-06-26,P024,South,356,0.34,7
2026-06-26,P024,East,658,0.29,4
2026-06-26,P024,West,406,0.33,5
2026-06-26,P024,Central,583,0.73,5
2026-06-26,P025,North,922,0.66,4
2026-06-26,P025,South,1016,0.64,3
2026-06-26,P025,East,835,0.76,3
2026-06-26,P025,West,719,0.11,4
2026-06-26,P025,Central,337,0.25,2
2026-06-26,P026,North,941,0.28,2
2026-06-26,P026,South,1401,0.24,7
2026-06-26,P026,East,404,0.37,3
2026-06-26,P026,West,326,0.32,4
2026-06-26,P026,Central,1192,0.18,6
2026-06-26,P027,North,453,0.09,2
2026-06-26,P027,South,1193,0.08,6
2026-06-26,P027,East,645,1.02,4
2026-06-26,P027,West,1151,0.79,3
2026-06-26,P027,Central,1373,0.97,5
2026-06-26,P028,North,1709,0.09,3
2026-06-26,P028,South,1042,0.08,5
2026-06-26,P028,East,1590,0.32,4
2026-06-26,P028,West,784,0.23,5
2026-06-26,P028,Central,718,0.72,2
2026-06-26,P029,North,1417,0.26,4
2026-06-26,P029,South,1163,0.31,6
2026-06-26,P029,East,1469,0.11,4
2026-06-26,P029,West,667,0.35,3
2026-06-26,P029,Central,871,0.42,6
2026-06-26,P030,North,1512,0.03,7
2026-06-26,P030,South,820,0.16,4
2026-06-26,P030,East,875,0.65,2
2026-06-26,P030,West,761,0.12,3
2026-06-26,P030,Central,470,0.26,6
2026-06-26,P031,North,401,0.34,4
2026-06-26,P031,South,828,0.67,3
2026-06-26,P031,East,338,0.16,4
2026-06-26,P031,West,734,0.3,7
2026-06-26,P031,Central,474,0.71,2
2026-06-26,P032,North,594,0.23,2
2026-06-26,P032,South,444,0.34,5
2026-06-26,P032,East,1244,0.25,3
2026-06-26,P032,West,780,0.2,5
2026-06-26,P032,Central,774,1.33,3
2026-06-26,P033,North,984,0.34,2
2026-06-26,P033,South,515,0.5,3
2026-06-26,P033,East,1266,0.2,2
2026-06-26,P033,West,1109,0.23,3
2026-06-26,P033,Central,1479,0.21,5
2026-06-26,P034,North,378,0.82,3
2026-06-26,P034,South,925,0.17,5
2026-06-26,P034,East,1035,0.15,4
2026-06-26,P034,West,725,0.25,3
2026-06-26,P034,Central,832,0.91,2
2026-06-26,P035,North,774,0.06,4
2026-06-26,P035,South,903,0.83,7
2026-06-26,P035,East,666,0.43,5
2026-06-26,P035,West,1154,0.48,5
2026-06-26,P035,Central,1120,0.05,3
2026-06-26,P036,North,448,0.07,7
2026-06-26,P036,South,274,0.37,6
2026-06-26,P036,East,619,0.49,5
2026-06-26,P036,West,707,0.72,3
2026-06-26,P036,Central,450,0.13,4
2026-06-26,P037,North,669,0.26,4
2026-06-26,P037,South,894,0.19,5
2026-06-26,P037,East,315,0.27,3
2026-06-26,P037,West,416,0.29,5
2026-06-26,P037,Central,763,0.53,4
2026-06-26,P038,North,785,0.54,5
2026-06-26,P038,South,1541,0.29,2
2026-06-26,P038,East,1778,0.05,4
2026-06-26,P038,West,1411,0.74,5
2026-06-26,P038,Central,1192,0.35,3
2026-06-26,P039,North,845,0.78,5
2026-06-26,P039,South,1357,0.17,4
2026-06-26,P039,East,553,0.09,4
2026-06-26,P039,West,724,0.54,4
2026-06-26,P039,Central,989,0.14,5
2026-06-26,P040,North,1414,0.07,3
2026-06-26,P040,South,865,1.13,4
2026-06-26,P040,East,1109,0.05,5
2026-06-26,P040,West,1342,0.32,7
2026-06-26,P040,Central,752,0.45,2
2026-06-26,P041,North,635,0.32,2
2026-06-26,P041,South,1133,1.41,5
2026-06-26,P041,East,500,0.65,7
2026-06-26,P041,West,558,0.01,7
2026-06-26,P041,Central,702,0.3,3
2026-06-26,P042,North,624,0.2,6
2026-06-26,P042,South,416,0.29,5
2026-06-26,P042,East,413,0.66,3
2026-06-26,P042,West,636,0.42,3
2026-06-26,P042,Central,423,0.23,3
2026-06-26,P043,North,995,0.75,4
2026-06-26,P043,South,941,0.27,4
2026-06-26,P043,East,1102,0.16,6
2026-06-26,P043,West,635,0.16,3
2026-06-26,P043,Central,800,0.19,4
2026-06-26,P044,North,1046,0.44,3
2026-06-26,P044,South,723,1.26,2
2026-06-26,P044,East,1027,0.19,6
2026-06-26,P044,West,551,0.25,4
2026-06-26,P044,Central,641,0.65,7
2026-06-26,P045,North,844,0.32,5
2026-06-26,P045,South,727,0.18,2
2026-06-26,P045,East,403,0.69,5
2026-06-26,P045,West,330,0.73,7
2026-06-26,P045,Central,643,0.62,4
2026-06-26,P046,North,750,0.13,4
2026-06-26,P046,South,850,0.05,3
2026-06-26,P046,East,485,0.56,2
2026-06-26,P046,West,380,0.16,5
2026-06-26,P046,Central,380,0.12,4
2026-06-26,P047,North,981,0.36,6
2026-06-26,P047,South,1267,0.05,6
2026-06-26,P047,East,498,0.18,6
2026-06-26,P047,West,712,0.06,3
2026-06-26,P047,Central,1012,1.34,3
2026-06-26,P048,North,360,0.1,4
2026-06-26,P048,South,777,0.25,5
2026-06-26,P048,East,939,0.26,4
2026-06-26,P048,West,304,0.2,4
2026-06-26,P048,Central,584,0.54,5
2026-06-26,P049,North,254,0.53,4
2026-06-26,P049,South,827,0.31,6
2026-06-26,P049,East,386,0.49,6
2026-06-26,P049,West,264,0.09,2
2026-06-26,P049,Central,932,0.93,7
2026-06-26,P050,North,1029,0.45,3
2026-06-26,P050,South,623,0.61,5
2026-06-26,P050,East,1056,0.4,4
2026-06-26,P050,West,431,0.42,3
2026-06-26,P050,Central,1058,0.46,4
2026-06-27,P001,North,1014,0.43,4
2026-06-27,P001,South,564,0.29,2
2026-06-27,P001,East,1544,0.09,4
2026-06-27,P001,West,394,0.55,5
2026-06-27,P001,Central,1439,0.25,4
2026-06-27,P002,North,1042,0.04,2
2026-06-27,P002,South,957,0.87,3
2026-06-27,P002,East,834,0.18,2
2026-06-27,P002,West,844,0.33,5
2026-06-27,P002,Central,244,0.32,4
2026-06-27,P003,North,805,0.16,6
2026-06-27,P003,South,333,0.21,7
2026-06-27,P003,East,575,0.12,6
2026-06-27,P003,West,912,0.37,5
2026-06-27,P003,Central,298,0.49,5
2026-06-27,P004,North,1280,0.72,3
2026-06-27,P004,South,402,0.36,3
2026-06-27,P004,East,919,0.49,4
2026-06-27,P004,West,946,0.24,7
2026-06-27,P004,Central,843,0.98,6
2026-06-27,P005,North,1137,0.08,4
2026-06-27,P005,South,1190,1.25,4
2026-06-27,P005,East,592,0.32,4
2026-06-27,P005,West,839,0.16,5
2026-06-27,P005,Central,935,0.51,7
2026-06-27,P006,North,452,0.71,6
2026-06-27,P006,South,310,0.19,4
2026-06-27,P006,East,426,0.03,3
2026-06-27,P006,West,608,0.19,5
2026-06-27,P006,Central,1188,0.16,4
2026-06-27,P007,North,1071,0.55,4
